"","game_dates","white_player","white_elo","black_player","black_elo","time_control","opening_code","opening","notations","final_position","match_result","game_link"
"31","2023.10.14","BrownInTown94"," 989","moonbubbles"," 891","60+1","ECO D20","Queens-Gambit-Accepted-3.Nc3","1. d4  d5 2. c4  dxc4 3. Nc3  Bf5 4. e4  Bg6 5. Bxc4  Nc6 6. Nf3  e6 7. O-O  Bb4 8. d5  exd5 9. exd5  Na5 10. Re1+  Ne7 11. Bg5  Nxc4 12. Bxe7  Bxe7 13. Qa4+  b5 14. Qxb5+  Qd7 15. Qxc4  O-O 16. Ne5  Qf5 17. Qxc7  Rac8 18. Qxe7  a5 19. h3  h6 20. Nxg6  fxg6 21. Qe6+  Kh7 22. Qxf5  Rxf5 23. Rad1  Rcf8 24. f3  Rg5 25. d6  Rd8 26. d7  Rc5 27. Re8  Rxe8 28. dxe8=Q  Rg5 29. Rd8 1-0","3RQ3/6pk/6pp/p5r1/8/2N2P1P/PP4P1/6K1 b - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/91061301007"
"32","2023.10.14","BrownInTown94"," 1002","FabricioBerg"," 957","60+1","ECO D30","Queens-Gambit-Declined","1. d4  e6 2. c4  d5 3. cxd5  exd5 4. Nf3  c5 5. e3  Nf6 6. Nc3  Be7 7. Bb5+  Bd7 8. O-O  Nc6 9. Re1  a6 10. Bxc6  Bxc6 11. e4  dxe4 12. Ne5  cxd4 13. Nxc6  bxc6 14. Nxe4  Nxe4 15. Rxe4  O-O 16. Qa4  c5 17. Bf4  Re8 18. Rae1  Bf8 19. Rxe8  Qxe8 20. Rxe8  Rxe8 21. Qxe8 1-0","4Qbk1/5ppp/p7/2p5/3p1B2/8/PP3PPP/6K1 b - -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/91062586885"
"33","2023.10.14","BrownInTown94"," 1011","hectornight"," 1016","60+1","ECO D06","Queens-Gambit-Declined-Baltic-Defense-3.Nc3-e6-4.Nf3-Nf6-5.Bg5","1. d4  d5 2. c4  Bf5 3. Nc3  e6 4. Nf3  Nf6 5. Bg5  Be7 6. Bxf6  Bxf6 7. cxd5  exd5 8. e3  c6 9. Bd3  Bxd3 10. Qxd3  O-O 11. O-O  Nd7 12. Rac1  Rc8 13. Na4  Qe7 14. Nc5  Nxc5 15. Rxc5  b6 16. Rc3  c5 17. Rfc1  c4 18. Qe2  h6 19. b3  b5 20. bxc4  bxc4 21. Rb1  Rc7 22. Ra3  Rfc8 23. Rc3  g5 24. a4  Qb4 25. Rxb4 1-0","2r3k1/p1r2p2/5b1p/3p2p1/PRpP4/2R1PN2/4QPPP/6K1 b - -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/91062612017"
"34","2023.10.14","BrownInTown94"," 1020","alandeloin"," 1051","60+1","ECO D10","Slav-Defense-3.Nc3-Nf6-4.Bg5-e6","1. d4  d5 2. c4  c6 3. Nc3  Nf6 4. Bg5  e6 5. e4  Be7 6. Bxf6  Bxf6 7. e5  Be7 8. Nf3  f6 9. cxd5  cxd5 10. Bd3  O-O 11. O-O  fxe5 12. Nxe5  Bd7 13. Qh5  g6 14. Bxg6  hxg6 15. Qxg6+  Kh8 16. Qh6+  Kg8 17. Qg6+  Kh8 18. Qh5+  Kg8 19. Ng6  Kf7 20. Nh8+  Kf6 21. Qg6# 1-0","rn1q1r1N/pp1bb3/4pkQ1/3p4/3P4/2N5/PP3PPP/R4RK1 b - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/91063128955"
"35","2023.10.15","BrownInTown94"," 1013","JoeyDressler"," 961","60+1","ECO D06","Queens-Gambit-Declined-Marshall-Defense-3.Nc3","1. d4  d5 2. c4  Nf6 3. Nc3  Bg4 4. Bg5  c6 5. h3  Bh5 6. g4  Bg6 7. Nf3  h6 8. Bxf6  exf6 9. e3  Bb4 10. Bd3  O-O 11. h4  Nd7 12. h5  Bh7 13. Bxh7+  Kxh7 14. Qc2+  Kg8 15. O-O-O  a5 16. g5  fxg5 17. Ne5  Nxe5 18. dxe5  Bc5 19. f4  gxf4 20. exf4  Be3+ 21. Kb1  Bxf4 22. Rhg1  Bxe5 23. Rde1  Re8 24. cxd5  cxd5 25. Rg2  a4 26. Reg1  Bf6 27. Rxg7+  Bxg7 28. Qg2  Qf6 29. Nxd5  Qe5 30. Ne7+  Rxe7 0-1","r5k1/1p2rpb1/7p/4q2P/p7/8/PP4Q1/1K4R1 w - -","Termination JoeyDressler won by resignation","https://www.chess.com/game/live/91067365427"
"36","2023.10.15","BrownInTown94"," 1124","drdevv"," 722","600","ECO D07","Queens-Gambit-Declined-Chigorin-Defense-3.Nc3-dxc4","1. d4  d5 2. c4  dxc4 3. Nc3  Nc6 4. e4  Be6 5. Nf3  Nf6 6. d5  Bxd5 7. exd5  Nxd5 8. Nxd5  e6 9. Nc3  Bb4 10. Bxc4  Qxd1+ 11. Kxd1  Bxc3 12. bxc3  O-O-O+ 13. Ke2  a6 14. Be3  b5 15. Bb3  Rhe8 16. Rhd1  e5 17. Bc5  e4 18. Nd4  Ne5 19. a4  e3 20. fxe3  Ng4 21. axb5  Rxe3+ 22. Kf1  Rxc3 23. Rac1  Rxd4 24. Rxc3  Rxd1+ 25. Bxd1  axb5 26. Bxg4+  Kb7 27. Bb4  c5 28. Bf3+  Kb6 29. Bxc5+  Ka5 30. Ra3# 1-0","8/5ppp/8/kpB5/8/R4B2/6PP/5K2 b - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/91075733413"
"37","2023.10.15","BrownInTown94"," 1034","voltaenredondo"," 1044","60+1","ECO A43","Old-Benoni-Defense-2.d5-d6-3.e4","1. d4  c5 2. d5  d6 3. e4  e5 4. c3  Nd7 5. Nf3  Nb6 6. Bb5+  Bd7 7. Bxd7+  Qxd7 8. O-O  Be7 9. Bg5  g6 10. Bh6  Nxh6 11. h4  O-O-O 12. b4  g5 13. hxg5  Rhg8 14. bxc5  dxc5 15. a4  Ng4 16. a5  Bxg5 17. axb6  Nxf2 18. Rxf2  Bf4 19. bxa7  Bh2+ 20. Kf1  Kc7 21. Na3  Qg4 22. Nb5+  Kd7 23. Qa4  Qxf3 24. Rxf3  Ke7 25. a8=Q  Rxg2 26. Qxd8+ 1-0","3Q4/1p2kp1p/8/1NpPp3/Q3P3/2P2R2/6rb/R4K2 b - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/91147221733"
"38","2023.10.16","BrownInTown94"," 1044","gedda76"," 1059","60+1","ECO D06","Queens-Gambit-Declined-with-2-g6","1. d4  d5 2. c4  g6 3. Nc3  Bg7 4. e4  dxe4 5. Nxe4  Qxd4 6. Nf3  Qxe4+ 7. Be2  Nf6 8. O-O  O-O 9. Re1  Qc6 10. h4  Bg4 11. Nd4  Bxe2 12. Rxe2  Qxc4 13. b3  Qc5 14. Be3  Qd6 15. Rd2  Nc6 16. Nb5  Qb4 17. Nxc7  Rac8 18. Bf4  Ne4 19. Rd4  Nxd4 20. Nd5  Qb5 0-1","2r2rk1/pp2ppbp/6p1/1q1N4/3nnB1P/1P6/P4PP1/R2Q2K1 w - -","Termination gedda76 won on time","https://www.chess.com/game/live/91219746889"
"39","2023.10.16","BrownInTown94"," 1037","DavidJonaStobbe"," 1080","60+1","ECO A52","Budapest-Gambit-Adler-Variation-4...Bc5-5.e3-Nc6-6.Be2","1. d4  Nf6 2. c4  e5 3. dxe5  Ng4 4. Nf3  Bc5 5. e3  Nc6 6. Be2  a5 7. O-O  O-O 8. h3  Ngxe5 9. Nc3  d6 10. Qc2  Qf6 11. Ne4  Qg6 12. Nfg5  h6 13. Nf3  Bf5 14. Nxc5  Bxc2 15. Nd7  Nxd7 16. Nd4  Nxd4 17. exd4  Bd3 0-1","r4rk1/1ppn1pp1/3p2qp/p7/2PP4/3b3P/PP2BPP1/R1B2RK1 w - -","Termination DavidJonaStobbe won by resignation","https://www.chess.com/game/live/91219806111"
"40","2023.10.16","BrownInTown94"," 1043","Twoturtleducks"," 1023","60+1","ECO D08","Queens-Gambit-Declined-Albin-Countergambit","1. d4  d5 2. c4  e5 3. Nc3  exd4 4. Qxd4  dxc4 5. Qxd8+ 1-0","rnbQkbnr/ppp2ppp/8/8/2p5/2N5/PP2PPPP/R1B1KBNR b KQkq -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/91220353709"
"41","2023.10.16","BrownInTown94"," 1034","yshiddi"," 1012","60+1","ECO D50","Queens-Gambit-Declined-Modern-Variation-4...dxc4","1. d4  d5 2. c4  e6 3. Nc3  Nf6 4. Bg5  dxc4 5. e4  h6 6. Bh4  Be7 7. Bxc4  Nc6 8. Nf3  Nd7 9. Bxe7  Qxe7 10. O-O  e5 11. d5  Na5 12. Bb5  a6 13. Bxd7+  Bxd7 14. b4  Nc4 15. Qe2  b5 16. a4  O-O 17. axb5  Bxb5 18. Nxb5  axb5 19. Rfb1  Rxa1 20. Rxa1  Nd6 0-1","5rk1/2p1qpp1/3n3p/1p1Pp3/1P2P3/5N2/4QPPP/R5K1 w - -","Termination yshiddi won on time","https://www.chess.com/game/live/91220360919"
"42","2023.10.16","BrownInTown94"," 1020","pasik123"," 1059","60+1","ECO D10","Slav-Defense-3.Nc3-Nf6-4.Bg5-e6","1. d4  d5 2. c4  c6 3. Nc3  Nf6 4. Bg5  e6 5. Nf3  Be7 6. e3  h6 7. Bh4  Nbd7 8. Bd3  dxc4 9. Bxc4  b5 10. Bd3  a6 11. Bc2  Bb7 12. Qd3  c5 13. O-O  cxd4 14. Nxd4  Rc8 15. e4  Nc5 16. Qg3  O-O 17. e5  Nh5 18. Qg4  Bxh4 19. Qxh5  Qxd4 20. Rfd1  Qc4 21. h3  Be7 22. Re1  Rcd8 23. Rad1  Rxd1 24. Rxd1  b4 25. Qf3  Bxf3 26. gxf3  bxc3 27. bxc3  Qxc3 28. Rd3  Qxc2 29. Kg2  Qxd3 30. f4  Qa3 31. h4  Qxa2 32. h5  a5 33. f5  a4 34. f6  Qb3 35. f3  gxf6 36. f4  fxe5 37. fxe5  a3 38. Kf2  a2 39. Kg2  a1=Q 40. Kf2  Qaa2+ 41. Ke1  Qbb1# 0-1","5rk1/4bp2/4p2p/2n1P2P/8/8/q7/1q2K3 w - -","Termination pasik123 won by checkmate","https://www.chess.com/game/live/91220422803"
"43","2023.10.16","BrownInTown94"," 1027","potz_bl1tz"," 977","60+1","ECO D35","Queens-Gambit-Declined-Queens-Knight-Variation-3...Nf6-3","1. d4  d5 2. c4  Nf6 3. Nc3  e6 4. Bg5  Be7 5. Nf3  O-O 6. e3  Nbd7 7. cxd5  exd5 8. Bd3  c5 9. O-O  c4 10. Bc2  a6 11. Bxf6  Nxf6 12. Ng5  h6 13. h4  hxg5 14. hxg5  Nh7 15. Qh5  g6 16. Qh3  Bxg5 17. f4  Bxh3 18. gxh3  Bh4 19. Kh2  Qe7 20. Rf3  Rfe8 21. Nxd5  Qd7 22. e4  b5 23. f5  gxf5 24. Rg1+  Kf8 25. Rxf5  Qe6 26. Rh5  Nf6 27. Rh8+  Ng8 28. Rhxg8# 1-0","r3rkR1/5p2/p3q3/1p1N4/2pPP2b/7P/PPB4K/6R1 b - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/91220494423"
"44","2023.10.16","BrownInTown94"," 1034","coloneloftruth"," 971","60+1","ECO A44","Old-Benoni-Defense-Semi-Benoni-Variation-Blockade-Variation","1. d4  c5 2. d5  e5 3. e4  d6 4. Nf3  Nf6 5. Bb5+  Bd7 6. Nc3  a6 7. Bxd7+  Nbxd7 8. O-O  Be7 9. Ng5  O-O 10. a4  h6 11. h4  hxg5 12. hxg5  Nh7 13. Qh5  Bxg5 14. Ne2  Bxc1 15. Raxc1  Qg5 16. Qh2  Ndf6 17. f4  exf4 18. Nxf4  Nxe4 19. Rf3  Nef6 20. Rh3  Ng4 21. Qg3  Nhf6 22. Rf1  Ne4 23. Qe3  Nxe3 24. Rh5  Qe7 25. g3  g6 26. Rh3  Nxg3 27. Rxg3  Nf5 28. Rh3  Qe5 29. Kg2  Qe4+ 30. Kf2  Qxc2+ 31. Kf3  Qe4+ 32. Kxe4  Rae8+ 33. Kd3  Ng7 34. Rfh1  f5 35. Rh8+  Kf7 36. R8h7  Rh8 37. Rxh8  Rxh8 38. Rxh8  Nh5 39. Rh7+  Kf6 40. Rxb7  Nxf4+ 41. Kc3  Ke5 42. Rb6  Kxd5 43. Rxa6  c4 44. Rb6  Ne2+ 45. Kd2  Nd4 46. a5  Nc6 47. a6  g5 48. a7  g4 49. Rxc6  Kxc6 50. a8=Q+  Kc5 51. Qg2  Kb4 52. Qg3  f4 53. Qxf4  d5 54. Qxg4  Kc5 55. Kc2  Kb4 56. Qf5  Kc5 57. Kd2  Kb4 58. Qxd5  Kb3 59. Qd6  Kxb2 60. Qb6+  Ka3 61. Qb5  c3+ 62. Kxc3  Ka2 63. Qb2# 1-0","8/8/8/8/8/2K5/kQ6/8 b - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/91220998805"
"45","2023.10.16","BrownInTown94"," 1009","ChefiKs"," 1018","60+1","ECO E60","Kings-Indian-Defense","1. d4  Nf6 2. c4  g6 3. Bg5  Bg7 4. Nc3  O-O 5. e3  d6 6. Bd3  Nbd7 7. Nf3  Nb6 8. Qc2  c5 9. d5  e6 10. e4  e5 11. O-O-O  Bg4 12. h4  h6 13. Bxf6  Qxf6 14. Be2  Bxf3 15. gxf3  h5 16. Rdg1  Qf4+ 17. Kb1  Bh6 18. Rg3  Qf6 19. Rhg1  Bf4 20. R3g2  Qxh4 21. Rxg6+  fxg6 22. Rxg6+  Kh7 23. Rxd6  Qxf2 24. Na4  Rg8 25. a3  Rg1+ 26. Ka2  Nxa4 27. Rd7+  Kg6 28. Qxa4  Qxe2 29. Rd6+  Kg5 30. Qd7  Qxc4+ 31. b3  Rg2+ 32. Kb1  Qc1# 0-1","r7/pp1Q4/3R4/2pPp1kp/4Pb2/PP3P2/6r1/1Kq5 w - -","Termination ChefiKs won by checkmate","https://www.chess.com/game/live/91223379475"
"46","2023.10.16","BrownInTown94"," 1034","ramamirwan"," 1026","60+1","ECO D31","Queens-Gambit-Declined-Queens-Knight-Variation-3...Nc6","1. d4  d5 2. c4  Nc6 3. Nc3  e6 4. Nf3  Nf6 5. Bg5  Be7 6. e3  h6 7. Bh4  O-O 8. cxd5  Nxd5 9. Bxe7  Ndxe7 10. Bd3  Ng6 11. O-O  Re8 12. Rc1  a6 13. Bb1  Bd7 14. Qd3  Qf6 15. Ne4  Qf5 16. Nc5  Qxd3 17. Bxd3  Red8 18. Nxb7  Rdb8 19. Nc5  Be8 20. b3  Nb4 21. Bb1  Bb5 22. Rfd1  Nd5 23. a4  Bc6 24. Bd3  Nb4 25. Bf1  Na2 26. Rc2  Nb4 27. Rc4  a5 28. Nd3  Bd5 29. Rxc7  Nxd3 30. Rxd3  Bxb3 31. Ne5  Nxe5 32. dxe5  Bxa4 33. Re7  Bc2 34. Rdd7  Bg6 35. h4  h5 36. g4  a4 37. Be2  hxg4 38. Bxg4  a3 39. h5  a2 40. hxg6  a1=Q+ 41. Kg2 1-0","rr4k1/3RRpp1/4p1P1/4P3/6B1/4P3/5PK1/q7 b - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/91235408541"
"47","2023.10.17","BrownInTown94"," 1043","gfunkadelic15"," 982","60+1","ECO A40","Modern-Defense-with-1-d4-2.c4-Bg7-3.Nc3","1. d4  g6 2. c4  Bg7 3. Nc3  Nc6 4. d5  Ne5 5. e4  d6 6. Nf3  Bg4 7. Be2  Nf6 8. h3  Bxf3 9. Bxf3  O-O 10. Qe2  a6 11. Bg5  b5 12. cxb5  axb5 13. Nxb5  Ra5 14. a4  e6 15. O-O  exd5 16. exd5  Qb8 17. Rac1  c5 18. Bf4  Rxa4 19. Bxe5  dxe5 20. Rfd1  Rd4 21. Nxd4  cxd4 22. Rb1  Qb4 23. b3  Rd8 24. Qd2  Nxd5 25. Bxd5  Qxd2 26. Rxd2  Rxd5 27. b4  Bh6 28. Rdb2  Kg7 29. b5  Rd8 30. b6  Rb8 31. b7  Bg5 32. Ra2  d3 33. Ra8  Rxb7 34. Rxb7  d2 35. Rb1  d1=Q+ 36. Rxd1  f5 37. Ra7+  Kf6 38. Rd6# 1-0","8/R6p/3R1kp1/4ppb1/8/7P/5PP1/6K1 b - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/91306231369"
"48","2023.10.17","BrownInTown94"," 1054","Madsqurriel"," 921","60+1","ECO A41","Queens-Pawn-Opening-1...d6-2.c4-Nd7-3.Nc3","1. d4  d6 2. c4  Nd7 3. Nc3  c6 4. Nf3  Qc7 5. e4  e5 6. Be2  Ngf6 7. O-O  Be7 8. dxe5  dxe5 9. Bg5  h6 10. Bxf6  Nxf6 11. Nh4  g6 12. b4  Nd7 13. Nf3  g5 14. Qc2  Nf6 15. Na4  Bxb4 16. Rab1  Be7 17. c5  g4 18. Nh4  Ng8 19. Nf5  Bxf5 20. exf5  Nf6 21. Qc4  h5 22. Bd1  h4 23. Bb3  Rf8 24. Rfd1  Rd8 25. Rxd8+  Qxd8 26. Nc3  e4 27. Rd1  Qc7 28. Qe6  Qa5 29. Qxe4  Qxc3 30. Qf4  Qb4 31. Qb8+  Bd8 32. Qxd8# 1-0","3Qkr2/pp3p2/2p2n2/2P2P2/1q4pp/1B6/P4PPP/3R2K1 b - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/91309828929"
"49","2023.10.17","BrownInTown94"," 1046","monsoonszn"," 1063","60+1","ECO A40","Modern-Defense-with-1-d4-2.c4-Bg7-3.Nc3","1. d4  g6 2. c4  Bg7 3. Nc3  e6 4. e4  Ne7 5. Nf3  d6 6. Be2  b6 7. O-O  Bb7 8. e5  d5 9. cxd5  Nxd5 10. Nxd5  Bxd5 11. Bg5  f6 12. exf6  Bxf6 13. Bh6  Nd7 14. Rc1  Rc8 15. Ba6  Rb8 16. Qc2  c5 17. dxc5  Nxc5 18. Bb5+  Kf7 19. h4  Bg7 20. Bg5  Qd6 21. h5  Rbc8 22. h6  Be5 23. Rfd1  Qc7 24. Nxe5+  Qxe5 25. Re1  Qxg5 26. Qc3  Qxg2# 0-1","2r4r/p4k1p/1p2p1pP/1Bnb4/8/2Q5/PP3Pq1/2R1R1K1 w - -","Termination monsoonszn won by checkmate","https://www.chess.com/game/live/91310316315"
"50","2023.10.17","BrownInTown94"," 1054","radarcg"," 1025","60+1","ECO A40","Englund-Gambit-2.dxe5","1. d4  e5 2. dxe5  Bc5 3. Nf3  d6 4. exd6  cxd6 5. g3  Qb6 6. e3  Nf6 7. Bg2  Bg4 8. O-O  h5 9. h3  Qd8 10. hxg4  hxg4 11. Nh4  Ne4 12. c3  Qe7 13. Qd5  g5 14. Nf5  Qf6 15. Bxe4  Nd7 16. Nxd6+  Bxd6 17. Qxb7  Qh6 18. Rd1  Qh2+ 19. Kf1  Ke7 20. Rxd6  Kxd6 21. b3  Rae8 22. Ba3+  Nc5 23. Qc6+  Ke5 24. Qd5+  Kf6 25. Bxc5  Rxe4 26. Qxe4  Kg7 27. Bd4+  f6 28. Qe7+  Kg6 29. Qe4+  Kg7 30. Ke2 1-0","7r/p5k1/5p2/6p1/3BQ1p1/1PP1P1P1/P3KP1q/RN6 b - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/91310360631"
"51","2023.10.17","BrownInTown94"," 1062","WintrIsComin"," 1028","60+1","ECO D30","Queens-Gambit-Declined","1. d4  e6 2. c4  d5 3. Nc3  Nc6 4. cxd5  exd5 5. Nf3  Nf6 6. Bg5  Bb4 7. e3  O-O 8. Bd3  Re8 9. O-O  Bf8 10. Qb3  h6 11. Bxf6  Qxf6 12. Nxd5  Qd6 13. Nf4  Bg4 14. Nd2  g5 15. Ne2  Be6 16. Qc2  Bd5 17. Bh7+  Kh8 18. Bf5  Ne7 19. Bg4  Ng6 20. Bh5  Re6 21. e4  Bc6 22. d5  Bxd5 23. exd5  Qxd5 24. Nc3  Qd6 25. Bxg6  fxg6 26. Rad1  Rd8 27. Nf3  Qe7 28. Rxd8  Qxd8 29. Rd1  Qe7 30. h3  Bg7 31. Nb5  c6 32. Nxa7  Be5 33. Nxe5  Rxe5 34. Nxc6  bxc6 35. Qxc6  Re1+ 36. Rxe1  Qxe1+ 37. Kh2  Qe5+ 38. g3  Qe2 39. Kg2  Qxb2 40. Qe8+  Kg7 41. Qe7+  Kh8 42. Qf8+  Kh7 43. Qf7+  Kh8 44. Qxg6  Qxa2 45. Qxh6+  Kg8 46. Qxg5+  Kf8 47. Qf4+  Ke8 48. h4  Qd5+ 49. Qf3  Qe6 50. Qe3  Qxe3 51. fxe3  Kf7 52. Kf3  Kf6 53. Kf4  Kg6 54. e4  Kf6 55. Kg4  Kg6 56. Kf4  Kf6 57. h5  Kg7 58. g4  Kf6 59. g5+  Kg7 60. Kf5  Kf7 61. Ke5  Kg7 62. Ke6  Kf8 63. Kd7  Kg7 64. e5  Kf7 65. e6+  Kf8 66. e7+  Kg7 67. e8=R  Kf7 68. Re7+  Kf8 69. Rh7  Kg8 70. g6  Kf8 71. Kc7  Kg8 72. h6  Kf8 73. Kd6  Kg8 74. Ke6  Kf8 75. Rh8# 1-0","5k1R/8/4K1PP/8/8/8/8/8 b - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/91310427269"
"52","2023.10.17","BrownInTown94"," 1047","J13me"," 1067","60+1","ECO A40","Englund-Gambit-2.dxe5-Nc6-3.Nf3-Qe7","1. d4  e5 2. dxe5  Nc6 3. Nf3  Qe7 4. Nc3  Nxe5 5. Nxe5  Qxe5 6. e3  Nf6 7. Bc4  Bb4 8. Bd2  Bxc3 9. Bxc3  d5 10. Bd3  Qe6 11. O-O  Bd7 12. Re1  h5 13. e4  O-O-O 14. exd5  Qxd5 15. Qd2  Bc6 16. f3  g5 17. Bxf6  g4 18. Be2  gxf3 19. Qxd5  Bxd5 20. Bxf3  Bxf3 21. gxf3  Rhg8+ 22. Kf2  Rd6 23. Bg5  Rxg5 24. Re8+  Kd7 25. Rae1  Rd2+ 26. Kf1  Rgg2 27. R1e7+  Kc6 28. Re2  Rgxe2 29. Rxe2  Rd6 30. Re5  h4 31. Ke2  Re6 32. Rxe6+  fxe6 33. Ke3  Kd5 34. f4  e5 35. f5  Kd6 36. Ke4  b5 37. h3  c5 0-1","8/p7/3k4/1pp1pP2/4K2p/7P/PPP5/8 w - c6","Termination J13me won on time","https://www.chess.com/game/live/91317589631"
"53","2023.10.18","BrownInTown94"," 1063","Winnie_the_poooh"," 1101","60+1","ECO E00","Indian-Game-East-Indian-Defense","1. d4  e6 2. c4  Nf6 3. Nc3  Bb4 4. Bg5  O-O 5. e3  Nc6 6. a3  Be7 7. Bd3  h6 8. Bh4  d5 9. Nf3  dxc4 10. Bxc4  a6 11. O-O  Nd5 12. Bxe7  Ncxe7 13. Ne5  b5 14. Ba2  Nf6 15. Qf3  Qd6 16. Qxa8  Bd7 17. Qf3  c5 18. Rfd1  b4 19. axb4  cxb4 20. Ne4  Qc6 21. Nxf6+ 1-0","5rk1/3bnpp1/p1q1pN1p/4N3/1p1P4/4PQ2/BP3PPP/R2R2K1 b - -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/91398059721"
"54","2023.10.18","BrownInTown94"," 1072","N-68"," 1088","60+1","ECO A43","Old-Benoni-Defense-2.c4-cxd4","1. d4  c5 2. c4  cxd4 3. Qxd4  Nc6 4. Qc3  e5 5. a3  Nf6 6. Nf3  Bc5 7. Nxe5  Bd4 8. Qg3  Bxe5 9. Qxg7  Rg8 10. Qh6  Rg6 11. Qe3  Kf8 12. Nc3  Bd4 13. Qd2  d6 14. e3  Be5 15. Bd3  Ng4 16. Bxg6  hxg6 17. f3  Nh6 18. e4  Ng8 19. h4  Bg7 20. h5  Ne5 21. h6  Bf6 22. h7  Ne7 23. h8=Q+  Bxh8 24. Rxh8+  Kg7 25. Rxd8  N7c6 26. Qh6+  Kf6 27. Bg5+  Ke6 28. Nd5  Nd4 29. Re8+  Kd7 30. Qf8  Kc6 31. Rxc8+ 1-0","r1R2Q2/pp3p2/2kp2p1/3Nn1B1/2PnP3/P4P2/1P4P1/R3K3 b Q -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/91401568075"
"55","2023.10.19","BrownInTown94"," 1075","2cringe"," 1126","60+1","ECO A40","Englund-Gambit-2.dxe5-Nc6-3.Nf3","1. d4  e5 2. dxe5  Nc6 3. Nf3  Bb4+ 4. c3  Bc5 5. Bf4  f6 6. e3  Qe7 7. exf6  Nxf6 8. Bc4  d6 9. O-O  Bg4 10. h3  Bh5 11. Be2  O-O-O 12. b4  Nxb4 13. cxb4  Bxb4 14. a3  Bc5 15. Nc3  h6 16. Rb1  g5 17. Qb3  Bb6 18. Bh2  g4 19. Nd4  gxh3 20. g3  Bxd4 21. Qxb7+  Kd7 22. Bb5+  Ke6 23. exd4  Kf7 24. Bc4+  Kg7 25. Rfe1  Qd7 0-1","3r3r/pQpq2k1/3p1n1p/7b/2BP4/P1N3Pp/5P1B/1R2R1K1 w - -","Termination 2cringe won on time","https://www.chess.com/game/live/91479612077"
"56","2023.10.19","BrownInTown94"," 1070","BorisSpassquoi"," 1230","60+1","ECO E60","Kings-Indian-Defense","1. d4  Nf6 2. c4  g6 3. Bg5  Bg7 4. Nc3  d6 5. e4  Nbd7 6. Nf3  O-O 7. Be2  Re8 8. O-O  e5 9. Nd5  h6 10. Bh4  g5 11. Nxg5  hxg5 12. Bxg5  c6 13. Nxf6+  Nxf6 14. d5  Qd7 15. Bxf6  Bxf6 16. Bg4  Qxg4 17. Qxg4+  Bxg4 18. f3  Bh5 19. h4  Bxh4 20. Kh2  Kf8 21. Rh1  Bg5 22. g4  Bf4+ 23. Kg2  Bg6 24. Rh3  Ke7 25. Rah1  Rg8 26. dxc6  bxc6 27. Rd1  Rg7 28. c5  Rd8 29. b4  Ke6 30. Rd3  d5 31. exd5+  Rxd5 32. Rxd5  Kxd5 33. Rh1  Rh7 0-1","8/p4p1r/2p3b1/2Pkp3/1P3bP1/5P2/P5K1/7R w - -","Termination BorisSpassquoi won on time","https://www.chess.com/game/live/91479682363"
"57","2023.10.19","BrownInTown94"," 1078","UcheChess"," 1058","60+1","ECO D35","Queens-Gambit-Declined-Queens-Knight-Variation-3...Nf6-3","1. d4  d5 2. c4  Nf6 3. Nc3  e6 4. Bg5  Bb4 5. Nf3  Bxc3+ 6. bxc3  O-O 7. cxd5  exd5 8. e3  Be6 9. Bd3  Nbd7 10. O-O  h6 11. Bh4  Qc8 12. c4  c6 13. Rc1  Nh7 14. cxd5  Bxd5 15. e4  Be6 16. d5  Bg4 17. d6  Qe8 18. Re1  Ne5 19. Bg3  Nxd3 20. Qxd3  Bxf3 21. Qxf3  f5 22. e5  Ng5 23. Qc3  Ne4 24. Qd3  Qd7 25. e6  Qc8 26. d7  Qc7 27. f3  Nxg3 28. hxg3  Qxg3 29. e7  Rf7 30. e8=Q+  Rxe8 31. dxe8=Q+  Rf8 32. Qxf8+  Kxf8 33. Qd8+ 1-0","3Q1k2/pp4p1/2p4p/5p2/8/5Pq1/P5P1/2R1R1K1 b - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/91480267163"
